"ntacode","ntaname","unit_area_acres","canopy_loss_acres","canopy_gain_acres","canopy_unchanged_acres","canopy2010_acres","canopy2017_acres","netcanopychange_acres","canopy2010percent","canopy2017percent","netcanopychange_percent","relativecanopychange_percent","treecount2015_all","treecount2015_notstump","treecount2015_alive","spc_mostcommon_living","roadmiles","livingtree_x_mile2015","med_dbh_living","cnt_dbh_lt6_living","pct_lt6_dbh_living","cnt_dbh_gt30_living","pct_gt30_dbh_living","max_capacity","stockingrate_2015_living","treeecount1995_notps_notstump","treecount1995_living","treecount2005_all","treecount2005_living"
"BK78","Bushwick South",922.1643176,22.27520356,50.94687959,93.77010627,116.0453098,144.7169859,28.67167603,12.58401649,15.69318863,3.109172138,24.70731137,4522,4441,4334,"honeylocust",41.32,104.9,7,1656,38.21,15,0.346,5909,0.7335,1641,1593,3033,2977
"BK79","Ocean Hill",461.2009679,12.67005516,27.27164033,44.60317289,57.27322805,71.87481322,14.60158517,12.41828011,15.58427198,3.165991874,25.49460833,2342,2309,2262,"honeylocust",26.6,85.05,7,820,36.251,36,1.592,3185,0.7102,758,725,889,875
"BK81","Brownsville",751.1332863,18.70141311,41.57698613,95.99711308,114.6985262,137.5740992,22.87557301,15.27006302,18.31553756,3.045474542,19.94408627,3129,3064,2973,"London planetree",37.64,78.98,9,1002,33.703,161,5.415,4493,0.6617,1950,1873,2108,2075
"BK82","East New York",2686.4941,46.8611948,127.6699705,220.3829625,267.2441573,348.052933,80.8087757,9.94769195,12.95565596,3.007964012,30.23780819,9591,9449,9162,"London planetree",96.47,94.97,5,5298,57.826,157,1.714,12518,0.7319,3038,2876,3666,3589
"BK83","Cypress Hills-City Line",633.8354504,21.40157318,34.788747,77.76416207,99.16573525,112.5529091,13.38717382,15.64534379,17.75743357,2.112089787,13.49979787,3531,3491,3384,"London planetree",32.33,104.68,7,1491,44.06,157,4.639,4353,0.7774,1681,1630,1638,1614
"BK85","East New York (Pennsylvania Ave)",445.3059326,8.977595278,25.40982204,35.09288581,44.07048109,60.50270785,16.43222676,9.896675041,13.58677337,3.690098325,37.28624321,2955,2930,2856,"honeylocust",22.93,124.54,6,1411,49.405,48,1.681,3360,0.85,853,829,1402,1382
"BK88","Borough Park",1239.784636,34.20549334,64.26100915,152.8796541,187.0851475,217.1406633,30.0555158,15.09013276,17.51438573,2.424252966,16.06515333,5947,5802,5709,"London planetree",54.54,104.68,11,1412,24.733,319,5.588,7847,0.7275,4432,4362,5121,5073
"BK90","East Williamsburg",898.3668135,10.60552213,27.04528689,50.54207397,61.1475961,77.58736085,16.43976475,6.806528823,8.636490094,1.829961271,26.88538193,2295,2253,2178,"London planetree",32.79,66.42,8,742,34.068,10,0.459,3880,0.5613,790,769,1581,1556
"BK91","East Flatbush-Farragut",788.8168755,27.38335065,35.82096508,92.12019094,119.5035416,127.941156,8.437614429,15.14971919,16.2193736,1.069654402,7.060555961,2895,2800,2772,"London planetree",34.76,79.76,15,599,21.609,222,8.009,4600,0.6026,2689,2550,2836,2808
"BK93","Starrett City",266.2761463,11.01660949,18.23746018,45.28932833,56.30593782,63.52678851,7.220850694,21.14569352,23.85748381,2.711790295,12.82431476,690,686,682,"London planetree",7.73,88.19,13,101,14.809,1,0.147,965,0.7067,58,58,195,192
"BK95","Erasmus",333.3931069,7.254417497,14.89462246,26.31380267,33.56822017,41.20842514,7.640204966,10.06866053,12.36031108,2.29165055,22.76023253,1395,1360,1329,"London planetree",15.46,85.98,6,606,45.598,41,3.085,2102,0.6323,726,697,822,812
"BK96","Rugby-Remsen Village",750.8482029,18.98450077,29.94334112,74.34692793,93.3314287,104.290269,10.95884035,12.43013279,13.88966087,1.459528078,11.74185427,3316,3222,3178,"London planetree",40.44,78.59,14,790,24.858,128,4.028,4842,0.6563,2514,2417,2912,2863
"BK99","park-cemetery-etc-Brooklyn",5173.05658,178.8226722,284.3353959,965.3588275,1144.1815,1249.694223,105.5127238,22.11809367,24.15775285,2.039659187,9.221677138,1980,1925,1905,"London planetree",44.41,42.89,11,497,26.089,125,6.562,2651,0.7186,42,38,370,356
"BX01","Claremont-Bathgate",377.6852695,6.198237722,20.0011112,38.77772211,44.97595983,58.7788333,13.80287348,11.90831718,15.5629139,3.654596722,30.68944727,1643,1606,1538,"honeylocust",18.7,82.27,5,774,50.325,10,0.65,2295,0.6702,429,422,666,652
"BX03","Eastchester-Edenwald-Baychester",924.1688466,30.24283009,49.11400525,183.7502002,213.9930303,232.8642055,18.87117516,23.15518762,25.19714945,2.041961838,8.81859336,2625,2485,2423,"London planetree",36.04,67.24,10,876,36.154,98,4.045,4383,0.5528,2000,1896,2050,2014
"BX05","Bedford Park-Fordham North",344.3269833,9.836314427,14.7121344,33.93431404,43.77062847,48.64644844,4.875819971,12.71193679,14.12798032,1.416043531,11.13947901,1821,1781,1721,"honeylocust",19.19,89.69,7,710,41.255,10,0.581,2350,0.7323,1082,1018,1254,1226
"BX06","Belmont",311.2813512,7.31626548,14.6899072,42.48109401,49.79735949,57.17100121,7.373641722,15.99754027,18.36634318,2.368802916,14.8072946,1479,1464,1413,"honeylocust",18.7,75.55,6,668,47.275,9,0.637,1710,0.8263,672,647,691,676
"BX07","Bronxdale",348.613746,10.7242478,17.39559649,57.79040029,68.51464809,75.18599678,6.671348688,19.65345569,21.56713487,1.913679184,9.737112974,1514,1439,1378,"pin oak",15.59,88.4,11,358,25.98,55,3.991,2130,0.6469,819,786,1390,1377
"BX08","West Farms-Bronx River",346.3032447,8.182215636,16.72075985,42.49479835,50.67701398,59.2155582,8.538544218,14.63371041,17.09933681,2.465626398,16.84894896,1642,1597,1551,"honeylocust",16.1,96.34,7,586,37.782,15,0.967,2070,0.7493,1068,1035,878,865
"BX09","Soundview-Castle Hill-Clason Point-Harding Park",1193.384835,32.93543934,64.26339697,171.071431,204.0068704,235.334828,31.32795763,17.09481002,19.71994457,2.625134551,15.3563248,3698,3640,3589,"London planetree",56.05,64.03,8,1435,39.983,89,2.48,5188,0.6918,1740,1665,2166,2127
"BX10","Pelham Bay-Country Club-City Island",921.3596916,34.7258957,52.78088992,123.9419517,158.6678474,176.7228416,18.05499422,17.22105371,19.18065694,1.959603224,11.37911336,3157,3097,3047,"London planetree",35.35,86.2,11,815,26.748,123,4.037,4379,0.6958,2075,2016,3064,3038
"BX13","Co-op City",914.455801,20.21556165,45.10389166,118.9024579,139.1180195,164.0063495,24.88833001,15.21320324,17.93485802,2.721654779,17.89008361,2103,2067,2030,"London planetree",26.88,75.52,10,557,27.438,25,1.232,3030,0.67,1132,1090,1962,1920
